PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
115,144203666,64927,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
116,144203667,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
117,144203668,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,21.3138,-44.1757,BIOMOL
118,144203669,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
119,144203670,2753,CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
120,144203671,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,26.8325,-46.051,inactive,,0,inconclusive antagonist,26.8325,-60.215,active antagonist,23.9145,-55.2307,BIOMOL
121,144203672,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,"Prestwick Chemical, Inc."
122,144203673,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
123,144203674,19379,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
124,144203675,2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
125,144203676,104920,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,15.6793,-135.177,inactive,,0,active antagonist,16.2927,-163.852,active antagonist,21.3138,-79.7202,BIOMOL
126,144203677,36811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,26.8325,-101.799,inconclusive agonist,23.9145,28.4509,active antagonist,26.8325,-85.5383,inconclusive antagonist,26.8325,-32.435,BIOMOL
127,144203678,3100,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Inconclusive,5,,,inconclusive,inconclusive agonist,28.4224,46.9072,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
128,144203679,10649,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-].[Cl-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,8.75673,-97.1488,inactive,,0,active antagonist,8.42705,-82.8667,active antagonist,3.35487,-31.5709,"Prestwick Chemical, Inc."
129,144203680,65327,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,"Prestwick Chemical, Inc."
130,144203681,6419921,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
131,144203682,3053,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,21.3138,-65.5612,inactive,,0,active antagonist,25.8222,-74.3509,inactive,,0,Labotest
132,144203683,3019,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
133,144203684,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Inconclusive,5,,,inconclusive,active antagonist,19.7391,-71.1966,active agonist,23.9145,211.83,active agonist,21.3138,200.093,inactive,,0,BIOMOL
134,144203685,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
135,144203686,9363,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,7.65612,23.3219,inconclusive agonist,5.74128,59.795,inactive,,0,"Prestwick Chemical, Inc."
136,144203687,9363,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,14.2449,23.203,inconclusive agonist,10.6822,68.1663,inactive,,0,SigmaAldrich
137,144203688,53708,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
138,144203689,8307,CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
139,144203690,72016,CCC1(CC2=CC=CC=C2O1)C3=NCCN3,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,18.9959,-52.7142,inactive,,0,inconclusive antagonist,15.089,-76.336,inactive,,0,BIOMOL
140,144203691,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,26.8325,-54.3527,inactive,,0,active antagonist,26.8325,-78.6857,active antagonist,25.8222,-57.051,SigmaAldrich
141,144203692,6207,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
142,144203693,3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,8.01052,39.9321,inactive,,0,BIOMOL
143,144203694,3433,CC1=NC2=C(N1)C(=O)N(C(=O)N2CC3=CC=CO3)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
144,144203695,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,active antagonist,15.6793,-36.8093,BIOMOL
145,144203696,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
146,144203697,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,10.6822,-36.4382,BIOMOL
147,144203698,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
148,144203699,3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
149,144203700,3442,CCCCC1=CN=C(C=C1)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
150,144203701,3385,C1=C(C(=O)NC(=O)N1)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NIEHS
151,144203702,3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Inconclusive,5,,,inconclusive,active agonist,25.8222,32.294,inactive,,0,inactive,,0,inactive,,0,BIOMOL
152,144203703,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
153,144203704,3325,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
154,144203705,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Active,57,,,active antagonist,active antagonist,13.4481,-115.674,inactive,,0,active antagonist,16.9301,-122.021,inconclusive antagonist,,,SigmaAldrich
155,144203706,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
156,144203707,3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
157,144203708,3446,C1CCC(CC1)(CC(=O)O)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,"Prestwick Chemical, Inc."
158,144203709,3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
159,144203710,71401,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
160,144203711,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
161,144203712,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inconclusive agonist,,22.6388,inactive,,0,SigmaAldrich
162,144203713,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
163,144203714,9351,C1=CC=C2C(=C1)C=NN=C2NN.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,"Prestwick Chemical, Inc."
164,144203715,5702293,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
165,144203716,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
166,144203717,774,C1=C(NC=N1)CCN,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,26.8325,46.6457,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
167,144203718,681,C1=CC(=C(C=C1CCN)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
168,144203719,3657,C(=O)(N)NO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
169,144203720,785,C1=CC(=CC=C1O)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,26.8325,-47.5826,inactive,,0,inactive,,0,inactive,,0,NIEHS
170,144203721,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
171,144203722,55918,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
172,144203723,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
173,144203724,54459,C1CN=C(N1)C2COC3=CC=CC=C3O2,Active,50,,,active antagonist,active antagonist,21.3138,-65.5541,inactive,,0,active antagonist,20.5113,-115.347,inactive,,0,BIOMOL
174,144203725,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,8.98795,-33.8106,BIOMOL
175,144203726,133621,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
176,144203727,3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
177,144203728,3932,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
178,144203729,3965,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
179,144203730,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
180,144203731,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,25.8222,-72.0973,inactive,,0,inconclusive antagonist,26.8325,-98.8189,active antagonist,24.85,-57.4051,BIOMOL
181,144203732,39562,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
182,144203733,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Inconclusive,5,,,inconclusive,inconclusive antagonist,10.8146,-32.4126,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
183,144203734,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Inconclusive,5,,,inconclusive,active agonist,24.85,38.7342,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
184,144203735,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,"Prestwick Chemical, Inc."
185,144203736,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,Inconclusive,5,,,inconclusive,inconclusive antagonist,10.6822,-42.8554,inactive,,0,inactive,,0,inconclusive antagonist,5.05429,-28.5864,BIOMOL
186,144203737,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
187,144203738,65710,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,26.8325,72.5356,inactive,,0,active agonist,11.1001,66.8606,inactive,,0,SigmaAldrich
188,144203739,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
189,144203740,4122,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,Active,60,,,active antagonist,active antagonist,0.189959,-46.4923,inactive,,0,active antagonist,0.239145,-85.3111,active antagonist,0.213138,-27.0454,Microsource
190,144203741,4810,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
191,144203742,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
192,144203743,5353788,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inactive,,0,"Prestwick Chemical, Inc."
193,144203744,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
194,144203745,6420039,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
195,144203746,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
196,144203747,119442,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,10.6822,49.6742,inactive,,0,BIOMOL
197,144203748,51082,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,Active,70,,,active antagonist,active antagonist,0.531711,-90.4484,inactive,,0,active antagonist,0.552512,-100.217,active antagonist,1.81555,-58.0217,"Prestwick Chemical, Inc."
198,144203749,4032,CC1(C2CCC(C2)C1(C)NC)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
199,144203750,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,7.56242,34.9557,inactive,,0,BIOMOL
200,144203751,4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
201,144203752,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Active,50,,,active antagonist,active antagonist,26.8325,-80.2646,inactive,,0,active antagonist,23.9145,-93.2048,inactive,,0,BIOMOL
202,144203753,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Active,49,,,active antagonist,active antagonist,24.85,-62.7704,inactive,,0,active antagonist,27.8822,-57.3615,inactive,,0,BIOMOL
203,144203754,4500,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
204,144203755,4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,12.6958,41.899,inconclusive antagonist,,,BIOMOL
205,144203756,4418,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
206,144203757,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,active agonist,15.6793,37.2256,active agonist,9.52052,70.8291,inactive,,0,BIOMOL
207,144203758,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
208,144203759,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
209,144203760,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inconclusive agonist,1.89959,45.4702,active antagonist,0.28973,-39.5935,SigmaAldrich
210,144203761,71398,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O,Active,47,,,active antagonist,active antagonist,27.8822,-41.0192,inactive,,0,inconclusive antagonist,26.8325,-51.6795,inactive,,0,"Prestwick Chemical, Inc."
211,144203762,4474,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,22.1476,-147.174,inconclusive agonist,,,active antagonist,20.5113,-149.564,active antagonist,21.3138,-54.2419,BIOMOL
212,144203763,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
213,144203764,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Active,58,,,active antagonist,active antagonist,4.41903,-80.0706,inactive,,0,active antagonist,3.79019,-75.5148,inactive,,0,SigmaAldrich
214,144203765,39214,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
215,144203766,4581,C1=CC(=CC=C1C(CN)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
216,144203767,4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
217,144203768,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
218,144203769,4626,C1C(CN(C1=O)CC(=O)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
219,144203770,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,50,,,active antagonist,active antagonist,25.8222,-69.8825,inactive,,0,active antagonist,24.85,-72.1651,inactive,,0,SigmaAldrich
220,144203771,4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
221,144203772,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
222,144203773,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
223,144203774,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,"Prestwick Chemical, Inc."
224,144203775,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,BIOMOL
225,144203776,40632,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
226,144203777,6084,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
227,144203778,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,23.9145,39.603,inactive,,0,inconclusive agonist,22.5767,49.3633,inactive,,0,BIOMOL
228,144203779,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,22.5767,-34.0462,BIOMOL
229,144203780,4843,C1CC(=O)N(C1)CC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
230,144203781,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,BIOMOL
231,144203782,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
232,144203783,1676,CCCN1C2=C(C(=O)NC1=O)NC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
233,144203784,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,4.56046,-64.6839,"Prestwick Chemical, Inc."
234,144203785,5917,C1CCC2=NN=NN2CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
235,144203786,5887,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,10.2096,35.2248,inactive,,0,active agonist,7.22784,48.4073,inconclusive antagonist,,,"Prestwick Chemical, Inc."
236,144203787,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
237,144203788,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
238,144203789,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
